13,0|13,0|0,0
16,0|16,0|0,0
31,0|31,0|31,0
1,0|1,0|1,0
3,0|3,0|3,0
2,0|2,0|2,0
0,0|0,0|0,0
8,0|8,0|0,0
24,0|11,0|0,0
0,0|0,0|0,0
8,0|8,0|8,0
12,0|12,0|0,0
13,0|13,0|0,0
16,0|0,0|25,0
31,0|31,0|0,0
12,0|12,0|0,0
13,0|13,0|0,0
16,0|0,0|0,0
31,0|31,0|31,0
24,0|11,0|0,0
24,0|11,0|0,0
24,0|11,0|0,0
24,0|11,0|13,0
1,0|1,0|1,0
24,0|11,0|0,0
24,0|11,0|13,0
24,0|24,0|24,0
1,0|1,0|1,0
3,0|3,0|3,0
2,0|2,0|2,0
0,0|0,0|0,0
8,0|8,0|0,0
24,0|11,0|0,0
0,0|0,0|0,0
8,0|8,0|8,0
12,0|12,0|0,0
13,0|13,0|0,0
16,0|16,0|25,0
31,0|31,0|31,0
12,0|12,0|0,0
13,0|13,0|0,0
16,0|16,0|25,0
31,0|31,0|31,0
1,0|1,0|1,0
3,0|3,0|3,0
2,0|2,0|2,0
0,0|0,0|0,0
8,0|8,0|0,0
24,0|11,0|0,0
0,0|0,0|0,0
8,0|8,0|8,0
12,0|12,0|0,0
13,0|13,0|0,0
16,0|16,0|25,0
31,0|31,0|31,0
12,0|12,0|0,0
13,0|13,0|0,0
16,0|16,0|25,0
31,0|31,0|31,0
1,0|26,0|26,0
3,0|27,0|25,0
2,0|7,0|29,0
0,0|n,0|n,0
8,0|8,0|8,0
24,0|22,0|10,0
0,0|n,0|n,0
8,0|8,0|8,0
12,0|4,0|4,0
13,0|13,0|15,0
16,0|16,0|11,0
31,0|7,0|29,0
12,0|n,0|n,0
13,0|13,0|15,0
16,0|16,0|11,0
31,0|29,0|29,0
24,0|11,0|9,0
24,0|11,0|9,0
24,0|11,0|9,0
24,0|11,0|9,0
1,0|1,0|1,0
24,0|11,0|9,0
24,0|11,0|9,0
24,0|24,0|24,0
1,0.4|1,0|1,0
3,0|3,0|3,0
2,0|2,0|2,0
0,0|0,0|0,0
8,0|8,0|8,0
24,0|11,0|11,0
0,0|0,0|0,0
8,0|8,0|8,0
12,0|12,0|12,0
13,0|13,0|13,0
16,0|16,0|16,0
31,0|31,0|31,0
12,0|12,0|12,0
13,0|13,0|13,0
16,0|16,0|16,0
31,0|31,0|31,0
1,0|1,0|1,0
3,0|3,0|3,0
2,0|2,0|2,0
0,0|0,0|0,0
8,0|8,0|8,0
24,0|11,0|11,0
0,0|0,0|0,0
8,0|8,0|8,0
12,0|12,0|12,0
13,0|13,0|13,0
16,0|16,0|16,0
31,0|31,0|31,0
12,0|12,0|12,0
13,0|13,0|13,0
16,0|16,0|16,0
31,0|31,0|31,0
1,0|1,0|1,0
3,0|3,0|3,0
2,0|2,0|2,0
0,0|0,0|0,0
8,0|8,0|8,0
24,0|11,0|11,0
0,0|0,0|0,0
8,0|8,0|8,0
12,0|12,0|12,0
13,0|13,0|13,0
16,0|16,0|16,0
31,0|31,0|31,0
12,0|12,0|12,0
13,0|13,0|13,0
16,0|16,0|16,0
31,0|31,0|31,0
24,0|11,0|11,0
24,0|11,0|11,0
24,0|11,0|11,0
24,0|11,0|11,0
1,0|1,0|1,0
24,0|11,0|11,0
24,0|11,0|11,0
24,0|24,0|24,0
1,0|1,0|1,0
3,0|3,0|3,0
2,0|2,0|2,0
0,0|0,0|0,0
8,0|8,0|8,0
24,0|11,0|11,0
0,0|0,0|0,0
8,0|8,0|8,0
12,0|12,0|12,0
13,0|13,0|13,0
16,0|16,0|16,0
31,0|31,0|31,0
12,0|12,0|12,0
13,0|13,0|13,0
16,0|16,0|16,0
31,0|31,0|31,0
1,0|26,0|26,0
3,0|27,0|27,0
2,0|7,0|7,0
0,0|n,0|n,0
8,0|8,0|8,0
24,0|22,0|22,0
0,0|n,0|n,0
8,0|8,0|8,0
12,0|4,0|4,0
13,0|13,0|13,0
16,0|16,0|16,0
31,0|7,0|7,0
12,0|n,0|n,0
13,0|13,0|13,0
16,0|16,0|16,0
31,0|29,0|29,0
24,0|11,0|11,0
24,0|11,0|11,0
24,0|11,0|11,0
24,0|11,0|11,0
1,0|1,0|1,0
24,0|11,0|11,0
24,0|11,0|11,0
24,0|24,0|24,0
1,0.2|1,0|1,0
3,0|3,0|3,0
2,0|2,0|2,0
0,0|0,0|0,0
8,0|8,0|8,0
24,0|11,0|11,0
0,0|0,0|0,0
8,0|8,0|8,0
12,0|12,0|12,0
13,0|13,0|13,0
16,0|16,0|16,0
31,0|31,0|31,0
12,0|12,0|12,0
13,0|13,0|13,0
16,0|16,0|16,0
31,0|31,0|31,0
1,0|1,0|1,0
3,0|3,0|3,0
2,0|2,0|2,0
0,0|0,0|0,0
8,0|8,0|8,0
24,0|11,0|11,0
0,0|0,0|0,0
8,0|8,0|8,0
12,0|12,0|12,0
13,0|13,0|13,0
16,0|16,0|16,0
31,0|31,0|31,0
12,0|12,0|12,0
13,0|13,0|13,0
16,0|16,0|16,0
31,0|31,0|31,0
1,0|1,0|1,0
3,0|3,0|3,0
2,0|2,0|2,0
0,0|0,0|0,0
8,0|8,0|8,0
24,0|11,0|11,0
0,0|0,0|0,0
8,0|8,0|8,0
12,0|12,0|12,0
13,0|13,0|13,0
16,0|16,0|16,0
31,0|31,0|31,0
12,0|12,0|12,0
13,0|13,0|13,0
16,0|16,0|16,0
31,0|31,0|31,0
24,0|11,0|11,0
24,0|11,0|11,0
24,0|11,0|11,0
24,0|11,0|11,0
1,0|1,0|1,0
24,0|11,0|11,0
24,0|11,0|11,0
24,0.8|24,0|24,0
1,0|1,0|1,0
3,0|3,0|3,0
2,0|2,0|2,0
0,0|0,0|0,0
8,0|8,0|8,0
24,0|11,0|11,0
0,0|0,0|0,0
8,0|8,0|8,0
12,0|12,0|12,0
13,0|13,0|13,0
16,0|16,0|16,0
31,0|31,0|31,0
12,0|12,0|12,0
13,0|13,0|13,0
16,0|16,0|16,0
31,0|31,0|31,0
1,0|26,0|26,0
3,0|27,0|27,0
2,0|7,0|7,0
0,0|n,0|n,0
8,0|8,0|8,0
24,0|22,0|22,0
0,0|n,0|n,0
8,0|8,0|8,0
12,0|4,0|4,0
13,0|13,0|13,0
16,0|16,0|16,0
31,0|7,0|7,0
12,0|n,0|n,0
13,0|13,0|13,0
16,0|16,0|16,0
31,0|29,0|29,0
24,0|11,0|11,0
24,0|11,0|11,0
24,0|11,0|11,0
24,0|11,0|11,0
1,0|1,0|1,0
24,0|11,0|11,0
24,0|11,0|11,0
24,0|24,0|24,0
